outer_fold_patient_id,evaluation_mode,normalization,classifier,feature_name,initial_frozen_order,ranking_position,model_input_position,feature_importance,survived_variance_filter,survived_top_k,survived_correlation_pruning,removed_at_stage
27245,native_rows,jackknife_median,extra_trees,MaxSampEn,29,23,,0.017541804518241215,True,False,False,top_k
27245,native_rows,jackknife_median,extra_trees,MedianSampEn,30,13,10.0,0.035377318071765335,True,True,True,retained
27245,native_rows,jackknife_median,extra_trees,StdSampEn,31,27,,0.01625750568441522,True,False,False,top_k
27245,native_rows,jackknife_median,extra_trees,KurtosisSampEn,32,25,,0.016633490085156907,True,False,False,top_k
27245,native_rows,jackknife_median,extra_trees,SkewnessSampEn,33,26,,0.01629770219156797,True,False,False,top_k
27245,native_rows,jackknife_median,extra_trees,AUC_SampEn,34,12,9.0,0.03545936463916697,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,minimum,1,24,,0.017025263797370883,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,maximum,2,31,,0.013667852162891608,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,mean,3,34,,0.005391527392930124,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,median,4,6,5.0,0.04148067942449018,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,kurtosis,5,5,4.0,0.044176588353587676,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,skewness,6,8,6.0,0.03812971243497104,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,mean_absolute_value,7,15,12.0,0.03290414086429243,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,root_mean_square,8,18,15.0,0.025987652323311565,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,peak_to_peak,9,29,,0.014732408340071904,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,waveform_length,10,1,1.0,0.07172816363408883,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,zero_crossing_count,11,28,,0.015565927962953535,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,slope_sign_change_count,12,21,,0.018747335437915003,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,approximate_entropy,13,11,8.0,0.03570943511272757,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,permutation_entropy,14,22,,0.018055436505636856,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,fuzzy_entropy,15,17,14.0,0.02632975425611626,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,distribution_entropy,16,30,,0.013934151899788595,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,svd_entropy,17,3,3.0,0.06513960018827485,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,lempel_ziv_complexity,18,19,16.0,0.02590035286576291,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,hjorth_mobility,19,10,,0.03714205047162854,True,True,False,correlation_pruning
27245,native_rows,jackknife_median,random_forest,hjorth_complexity,20,14,11.0,0.033083827368822795,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,katz_fractal_dimension,21,33,,0.006713276131094383,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,higuchi_fractal_dimension,22,20,17.0,0.02375798394133637,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,detrended_fluctuation_analysis,23,16,13.0,0.02779473693781715,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,mean_frequency,24,7,,0.0403819797132965,True,True,False,correlation_pruning
27245,native_rows,jackknife_median,random_forest,median_frequency,25,2,2.0,0.07009664888342594,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,spectral_edge_frequency_95,26,4,,0.04837726082390921,True,True,False,correlation_pruning
27245,native_rows,jackknife_median,random_forest,spectral_entropy,27,9,7.0,0.03730040719905451,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,AvgSampEn,28,32,,0.013178660382119302,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,MaxSampEn,29,23,,0.017541804518241215,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,MedianSampEn,30,13,10.0,0.035377318071765335,True,True,True,retained
27245,native_rows,jackknife_median,random_forest,StdSampEn,31,27,,0.01625750568441522,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,KurtosisSampEn,32,25,,0.016633490085156907,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,SkewnessSampEn,33,26,,0.01629770219156797,True,False,False,top_k
27245,native_rows,jackknife_median,random_forest,AUC_SampEn,34,12,9.0,0.03545936463916697,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,minimum,1,23,,0.020504290192074368,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,maximum,2,31,,0.013916314981067929,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,mean,3,34,,0.005414293601871115,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,median,4,2,2.0,0.056045725138244004,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,kurtosis,5,13,11.0,0.03498162605380167,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,skewness,6,5,5.0,0.04706196938630979,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,mean_absolute_value,7,20,17.0,0.025571997490693492,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,root_mean_square,8,22,,0.02343504074383838,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,peak_to_peak,9,28,,0.015265818253433717,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,waveform_length,10,4,4.0,0.048287110128167755,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,zero_crossing_count,11,27,,0.01599825483024171,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,slope_sign_change_count,12,19,16.0,0.02561304272735141,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,approximate_entropy,13,11,9.0,0.038356798264549796,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,permutation_entropy,14,21,,0.024799278459911474,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,fuzzy_entropy,15,3,3.0,0.04918050731786672,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,distribution_entropy,16,32,,0.011967677497911246,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,svd_entropy,17,1,1.0,0.058147563007690355,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,lempel_ziv_complexity,18,7,7.0,0.041784365546067175,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,hjorth_mobility,19,9,,0.03928641207779536,True,True,False,correlation_pruning
27245,native_rows,calibration_median,logistic_regression,hjorth_complexity,20,18,15.0,0.026429227165758275,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,katz_fractal_dimension,21,33,,0.011668329202237343,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,higuchi_fractal_dimension,22,16,13.0,0.027685601896302522,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,detrended_fluctuation_analysis,23,14,12.0,0.03404837080921705,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,mean_frequency,24,15,,0.03287713941147116,True,True,False,correlation_pruning
27245,native_rows,calibration_median,logistic_regression,median_frequency,25,6,6.0,0.04389005265767656,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,spectral_edge_frequency_95,26,10,,0.03865929066176111,True,True,False,correlation_pruning
27245,native_rows,calibration_median,logistic_regression,spectral_entropy,27,8,8.0,0.0408076043498057,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,AvgSampEn,28,30,,0.01488039530749857,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,MaxSampEn,29,24,,0.020497616724300775,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,MedianSampEn,30,12,10.0,0.03557355272585423,True,True,True,retained
27245,native_rows,calibration_median,logistic_regression,StdSampEn,31,25,,0.019142878688066686,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,KurtosisSampEn,32,26,,0.016604180971665175,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,SkewnessSampEn,33,29,,0.015097764032793753,True,False,False,top_k
27245,native_rows,calibration_median,logistic_regression,AUC_SampEn,34,17,14.0,0.026519909696703623,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,minimum,1,23,,0.020504290192074368,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,maximum,2,31,,0.013916314981067929,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,mean,3,34,,0.005414293601871115,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,median,4,2,2.0,0.056045725138244004,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,kurtosis,5,13,11.0,0.03498162605380167,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,skewness,6,5,5.0,0.04706196938630979,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,mean_absolute_value,7,20,17.0,0.025571997490693492,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,root_mean_square,8,22,,0.02343504074383838,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,peak_to_peak,9,28,,0.015265818253433717,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,waveform_length,10,4,4.0,0.048287110128167755,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,zero_crossing_count,11,27,,0.01599825483024171,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,slope_sign_change_count,12,19,16.0,0.02561304272735141,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,approximate_entropy,13,11,9.0,0.038356798264549796,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,permutation_entropy,14,21,,0.024799278459911474,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,fuzzy_entropy,15,3,3.0,0.04918050731786672,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,distribution_entropy,16,32,,0.011967677497911246,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,svd_entropy,17,1,1.0,0.058147563007690355,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,lempel_ziv_complexity,18,7,7.0,0.041784365546067175,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,hjorth_mobility,19,9,,0.03928641207779536,True,True,False,correlation_pruning
27245,native_rows,calibration_median,extra_trees,hjorth_complexity,20,18,15.0,0.026429227165758275,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,katz_fractal_dimension,21,33,,0.011668329202237343,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,higuchi_fractal_dimension,22,16,13.0,0.027685601896302522,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,detrended_fluctuation_analysis,23,14,12.0,0.03404837080921705,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,mean_frequency,24,15,,0.03287713941147116,True,True,False,correlation_pruning
27245,native_rows,calibration_median,extra_trees,median_frequency,25,6,6.0,0.04389005265767656,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,spectral_edge_frequency_95,26,10,,0.03865929066176111,True,True,False,correlation_pruning
27245,native_rows,calibration_median,extra_trees,spectral_entropy,27,8,8.0,0.0408076043498057,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,AvgSampEn,28,30,,0.01488039530749857,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,MaxSampEn,29,24,,0.020497616724300775,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,MedianSampEn,30,12,10.0,0.03557355272585423,True,True,True,retained
27245,native_rows,calibration_median,extra_trees,StdSampEn,31,25,,0.019142878688066686,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,KurtosisSampEn,32,26,,0.016604180971665175,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,SkewnessSampEn,33,29,,0.015097764032793753,True,False,False,top_k
27245,native_rows,calibration_median,extra_trees,AUC_SampEn,34,17,14.0,0.026519909696703623,True,True,True,retained
27245,native_rows,calibration_median,random_forest,minimum,1,23,,0.020504290192074368,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,maximum,2,31,,0.013916314981067929,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,mean,3,34,,0.005414293601871115,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,median,4,2,2.0,0.056045725138244004,True,True,True,retained
27245,native_rows,calibration_median,random_forest,kurtosis,5,13,11.0,0.03498162605380167,True,True,True,retained
27245,native_rows,calibration_median,random_forest,skewness,6,5,5.0,0.04706196938630979,True,True,True,retained
27245,native_rows,calibration_median,random_forest,mean_absolute_value,7,20,17.0,0.025571997490693492,True,True,True,retained
27245,native_rows,calibration_median,random_forest,root_mean_square,8,22,,0.02343504074383838,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,peak_to_peak,9,28,,0.015265818253433717,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,waveform_length,10,4,4.0,0.048287110128167755,True,True,True,retained
27245,native_rows,calibration_median,random_forest,zero_crossing_count,11,27,,0.01599825483024171,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,slope_sign_change_count,12,19,16.0,0.02561304272735141,True,True,True,retained
27245,native_rows,calibration_median,random_forest,approximate_entropy,13,11,9.0,0.038356798264549796,True,True,True,retained
27245,native_rows,calibration_median,random_forest,permutation_entropy,14,21,,0.024799278459911474,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,fuzzy_entropy,15,3,3.0,0.04918050731786672,True,True,True,retained
27245,native_rows,calibration_median,random_forest,distribution_entropy,16,32,,0.011967677497911246,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,svd_entropy,17,1,1.0,0.058147563007690355,True,True,True,retained
27245,native_rows,calibration_median,random_forest,lempel_ziv_complexity,18,7,7.0,0.041784365546067175,True,True,True,retained
27245,native_rows,calibration_median,random_forest,hjorth_mobility,19,9,,0.03928641207779536,True,True,False,correlation_pruning
27245,native_rows,calibration_median,random_forest,hjorth_complexity,20,18,15.0,0.026429227165758275,True,True,True,retained
27245,native_rows,calibration_median,random_forest,katz_fractal_dimension,21,33,,0.011668329202237343,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,higuchi_fractal_dimension,22,16,13.0,0.027685601896302522,True,True,True,retained
27245,native_rows,calibration_median,random_forest,detrended_fluctuation_analysis,23,14,12.0,0.03404837080921705,True,True,True,retained
27245,native_rows,calibration_median,random_forest,mean_frequency,24,15,,0.03287713941147116,True,True,False,correlation_pruning
27245,native_rows,calibration_median,random_forest,median_frequency,25,6,6.0,0.04389005265767656,True,True,True,retained
27245,native_rows,calibration_median,random_forest,spectral_edge_frequency_95,26,10,,0.03865929066176111,True,True,False,correlation_pruning
27245,native_rows,calibration_median,random_forest,spectral_entropy,27,8,8.0,0.0408076043498057,True,True,True,retained
27245,native_rows,calibration_median,random_forest,AvgSampEn,28,30,,0.01488039530749857,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,MaxSampEn,29,24,,0.020497616724300775,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,MedianSampEn,30,12,10.0,0.03557355272585423,True,True,True,retained
27245,native_rows,calibration_median,random_forest,StdSampEn,31,25,,0.019142878688066686,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,KurtosisSampEn,32,26,,0.016604180971665175,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,SkewnessSampEn,33,29,,0.015097764032793753,True,False,False,top_k
27245,native_rows,calibration_median,random_forest,AUC_SampEn,34,17,14.0,0.026519909696703623,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,minimum,1,29,,0.015658532116216334,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,maximum,2,24,,0.019925423359067943,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,mean,3,34,,0.00463684201514878,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,median,4,20,17.0,0.022342016795115514,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,kurtosis,5,9,6.0,0.0403367412646593,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,skewness,6,11,8.0,0.03550281290991087,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,mean_absolute_value,7,19,16.0,0.02779409400193586,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,root_mean_square,8,21,,0.02223606356083311,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,peak_to_peak,9,22,,0.020671464403602107,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,waveform_length,10,6,3.0,0.04147252678781164,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,zero_crossing_count,11,32,,0.0142107824354795,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,slope_sign_change_count,12,13,10.0,0.03438184983526075,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,approximate_entropy,13,8,5.0,0.04101896186963955,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,permutation_entropy,14,25,,0.01934979113045586,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,fuzzy_entropy,15,14,11.0,0.034361100335584024,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,distribution_entropy,16,26,,0.018145915553583667,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,svd_entropy,17,4,,0.05058283145205929,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,logistic_regression,lempel_ziv_complexity,18,7,4.0,0.04106009247983398,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,hjorth_mobility,19,3,,0.05262327865307891,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,logistic_regression,hjorth_complexity,20,15,12.0,0.033249799633041394,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,katz_fractal_dimension,21,33,,0.009190474465404287,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,higuchi_fractal_dimension,22,18,15.0,0.02996647291074682,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,detrended_fluctuation_analysis,23,17,14.0,0.030033378881415593,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,mean_frequency,24,5,,0.04664161711784688,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,logistic_regression,median_frequency,25,12,9.0,0.03500491283030639,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,spectral_edge_frequency_95,26,2,2.0,0.05290065529745532,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,spectral_entropy,27,16,13.0,0.030493994363364536,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,AvgSampEn,28,28,,0.016764010779378974,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,MaxSampEn,29,30,,0.015191043303613566,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,MedianSampEn,30,1,1.0,0.052982451753452973,True,True,True,retained
27245,native_rows,calibration_median_iqr,logistic_regression,StdSampEn,31,31,,0.014684081167472381,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,KurtosisSampEn,32,27,,0.017638351179479685,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,SkewnessSampEn,33,23,,0.020572969732016666,True,False,False,top_k
27245,native_rows,calibration_median_iqr,logistic_regression,AUC_SampEn,34,10,7.0,0.038374665625727666,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,minimum,1,29,,0.015658532116216334,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,maximum,2,24,,0.019925423359067943,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,mean,3,34,,0.00463684201514878,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,median,4,20,17.0,0.022342016795115514,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,kurtosis,5,9,6.0,0.0403367412646593,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,skewness,6,11,8.0,0.03550281290991087,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,mean_absolute_value,7,19,16.0,0.02779409400193586,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,root_mean_square,8,21,,0.02223606356083311,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,peak_to_peak,9,22,,0.020671464403602107,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,waveform_length,10,6,3.0,0.04147252678781164,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,zero_crossing_count,11,32,,0.0142107824354795,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,slope_sign_change_count,12,13,10.0,0.03438184983526075,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,approximate_entropy,13,8,5.0,0.04101896186963955,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,permutation_entropy,14,25,,0.01934979113045586,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,fuzzy_entropy,15,14,11.0,0.034361100335584024,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,distribution_entropy,16,26,,0.018145915553583667,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,svd_entropy,17,4,,0.05058283145205929,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,extra_trees,lempel_ziv_complexity,18,7,4.0,0.04106009247983398,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,hjorth_mobility,19,3,,0.05262327865307891,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,extra_trees,hjorth_complexity,20,15,12.0,0.033249799633041394,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,katz_fractal_dimension,21,33,,0.009190474465404287,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,higuchi_fractal_dimension,22,18,15.0,0.02996647291074682,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,detrended_fluctuation_analysis,23,17,14.0,0.030033378881415593,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,mean_frequency,24,5,,0.04664161711784688,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,extra_trees,median_frequency,25,12,9.0,0.03500491283030639,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,spectral_edge_frequency_95,26,2,2.0,0.05290065529745532,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,spectral_entropy,27,16,13.0,0.030493994363364536,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,AvgSampEn,28,28,,0.016764010779378974,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,MaxSampEn,29,30,,0.015191043303613566,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,MedianSampEn,30,1,1.0,0.052982451753452973,True,True,True,retained
27245,native_rows,calibration_median_iqr,extra_trees,StdSampEn,31,31,,0.014684081167472381,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,KurtosisSampEn,32,27,,0.017638351179479685,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,SkewnessSampEn,33,23,,0.020572969732016666,True,False,False,top_k
27245,native_rows,calibration_median_iqr,extra_trees,AUC_SampEn,34,10,7.0,0.038374665625727666,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,minimum,1,29,,0.015658532116216334,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,maximum,2,24,,0.019925423359067943,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,mean,3,34,,0.00463684201514878,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,median,4,20,17.0,0.022342016795115514,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,kurtosis,5,9,6.0,0.0403367412646593,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,skewness,6,11,8.0,0.03550281290991087,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,mean_absolute_value,7,19,16.0,0.02779409400193586,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,root_mean_square,8,21,,0.02223606356083311,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,peak_to_peak,9,22,,0.020671464403602107,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,waveform_length,10,6,3.0,0.04147252678781164,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,zero_crossing_count,11,32,,0.0142107824354795,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,slope_sign_change_count,12,13,10.0,0.03438184983526075,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,approximate_entropy,13,8,5.0,0.04101896186963955,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,permutation_entropy,14,25,,0.01934979113045586,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,fuzzy_entropy,15,14,11.0,0.034361100335584024,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,distribution_entropy,16,26,,0.018145915553583667,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,svd_entropy,17,4,,0.05058283145205929,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,random_forest,lempel_ziv_complexity,18,7,4.0,0.04106009247983398,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,hjorth_mobility,19,3,,0.05262327865307891,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,random_forest,hjorth_complexity,20,15,12.0,0.033249799633041394,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,katz_fractal_dimension,21,33,,0.009190474465404287,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,higuchi_fractal_dimension,22,18,15.0,0.02996647291074682,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,detrended_fluctuation_analysis,23,17,14.0,0.030033378881415593,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,mean_frequency,24,5,,0.04664161711784688,True,True,False,correlation_pruning
27245,native_rows,calibration_median_iqr,random_forest,median_frequency,25,12,9.0,0.03500491283030639,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,spectral_edge_frequency_95,26,2,2.0,0.05290065529745532,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,spectral_entropy,27,16,13.0,0.030493994363364536,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,AvgSampEn,28,28,,0.016764010779378974,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,MaxSampEn,29,30,,0.015191043303613566,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,MedianSampEn,30,1,1.0,0.052982451753452973,True,True,True,retained
27245,native_rows,calibration_median_iqr,random_forest,StdSampEn,31,31,,0.014684081167472381,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,KurtosisSampEn,32,27,,0.017638351179479685,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,SkewnessSampEn,33,23,,0.020572969732016666,True,False,False,top_k
27245,native_rows,calibration_median_iqr,random_forest,AUC_SampEn,34,10,7.0,0.038374665625727666,True,True,True,retained
30071,common_rows,none,logistic_regression,minimum,1,24,,0.022258469225068373,True,False,False,top_k
30071,common_rows,none,logistic_regression,maximum,2,19,15.0,0.02680645251170714,True,True,True,retained
30071,common_rows,none,logistic_regression,mean,3,34,,0.005721415262256346,True,False,False,top_k
30071,common_rows,none,logistic_regression,median,4,3,3.0,0.04692645574625572,True,True,True,retained
30071,common_rows,none,logistic_regression,kurtosis,5,8,8.0,0.03585405809035561,True,True,True,retained
30071,common_rows,none,logistic_regression,skewness,6,1,1.0,0.05690347538713718,True,True,True,retained
30071,common_rows,none,logistic_regression,mean_absolute_value,7,2,2.0,0.05131293601059045,True,True,True,retained
30071,common_rows,none,logistic_regression,root_mean_square,8,10,,0.03384869812788325,True,True,False,correlation_pruning
30071,common_rows,none,logistic_regression,peak_to_peak,9,30,,0.019888519407794965,True,False,False,top_k
