outer_fold_patient_id,evaluation_mode,normalization,classifier,roc_auc,average_precision,accuracy,sensitivity,specificity,balanced_accuracy,evaluated_rows,class_0_rows,class_1_rows
88503,common_rows,calibration_median_iqr,random_forest,0.9975,0.9978136200716846,0.84,1.0,0.6,0.8,50,20,30
88503,native_rows,none,logistic_regression,0.004444444444444444,0.3152760170526835,0.5,1.0,0.0,0.5,60,30,30
88503,native_rows,none,extra_trees,0.0,0.3226582465997699,0.4,0.8,0.0,0.4,60,30,30
88503,native_rows,none,random_forest,0.2977777777777778,0.40191049817451474,0.5,1.0,0.0,0.5,60,30,30
88503,native_rows,jackknife_median,logistic_regression,0.0,0.31511671796865326,0.5,0.0,1.0,0.5,60,30,30
88503,native_rows,jackknife_median,extra_trees,1.0,0.9999999999999999,0.8833333333333333,0.7666666666666667,1.0,0.8833333333333333,60,30,30
88503,native_rows,jackknife_median,random_forest,1.0,1.0,1.0,1.0,1.0,1.0,60,30,30
88503,native_rows,calibration_median,logistic_regression,0.0,0.3990228792095046,0.14,0.0,0.35,0.175,50,20,30
88503,native_rows,calibration_median,extra_trees,1.0,0.9999999999999999,0.88,0.8,1.0,0.9,50,20,30
88503,native_rows,calibration_median,random_forest,1.0,1.0,0.94,0.9,1.0,0.95,50,20,30
88503,native_rows,calibration_median_iqr,logistic_regression,0.0,0.3990228792095046,0.18,0.0,0.45,0.225,50,20,30
88503,native_rows,calibration_median_iqr,extra_trees,1.0,1.0,0.84,1.0,0.6,0.8,50,20,30
88503,native_rows,calibration_median_iqr,random_forest,0.9975,0.9978136200716846,0.84,1.0,0.6,0.8,50,20,30
90396,common_rows,none,logistic_regression,0.7086466165413533,0.87019892729634,0.425531914893617,0.7142857142857143,0.0,0.35714285714285715,47,19,28
90396,common_rows,none,extra_trees,0.6757518796992481,0.8372321107937177,0.5106382978723404,0.8571428571428571,0.0,0.42857142857142855,47,19,28
90396,common_rows,none,random_forest,0.8834586466165413,0.9491467620440196,0.5957446808510638,1.0,0.0,0.5,47,19,28
90396,common_rows,jackknife_median,logistic_regression,0.768796992481203,0.8972249346046909,0.8297872340425532,0.7142857142857143,1.0,0.8571428571428572,47,19,28
90396,common_rows,jackknife_median,extra_trees,1.0,1.0,1.0,1.0,1.0,1.0,47,19,28
90396,common_rows,jackknife_median,random_forest,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,47,19,28
90396,common_rows,calibration_median,logistic_regression,0.7142857142857143,0.8748573123895077,0.8297872340425532,0.7142857142857143,1.0,0.8571428571428572,47,19,28
90396,common_rows,calibration_median,extra_trees,0.9633458646616542,0.9600270450407067,0.9787234042553191,1.0,0.9473684210526315,0.9736842105263157,47,19,28
90396,common_rows,calibration_median,random_forest,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,47,19,28
90396,common_rows,calibration_median_iqr,logistic_regression,1.0,0.9999999999999999,0.8936170212765957,1.0,0.7368421052631579,0.868421052631579,47,19,28
90396,common_rows,calibration_median_iqr,extra_trees,1.0,1.0,0.9787234042553191,1.0,0.9473684210526315,0.9736842105263157,47,19,28
90396,common_rows,calibration_median_iqr,random_forest,0.9924812030075189,0.9948474600568197,0.9574468085106383,1.0,0.8947368421052632,0.9473684210526316,47,19,28
90396,native_rows,none,logistic_regression,0.7142857142857143,0.8448418426076812,0.3508771929824561,0.7142857142857143,0.0,0.35714285714285715,57,29,28
90396,native_rows,none,extra_trees,0.7142857142857144,0.8448418426076812,0.42105263157894735,0.8571428571428571,0.0,0.42857142857142855,57,29,28
90396,native_rows,none,random_forest,0.7906403940886699,0.8807568091797711,0.543859649122807,0.8214285714285714,0.27586206896551724,0.5486453201970443,57,29,28
90396,native_rows,jackknife_median,logistic_regression,0.7672413793103449,0.8682452039522192,0.8596491228070176,0.7142857142857143,1.0,0.8571428571428572,57,29,28
90396,native_rows,jackknife_median,extra_trees,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,57,29,28
90396,native_rows,jackknife_median,random_forest,1.0,1.0,1.0,1.0,1.0,1.0,57,29,28
90396,native_rows,calibration_median,logistic_regression,0.7142857142857143,0.8748573123895077,0.8297872340425532,0.7142857142857143,1.0,0.8571428571428572,47,19,28
90396,native_rows,calibration_median,extra_trees,0.9633458646616542,0.9600270450407067,0.9787234042553191,1.0,0.9473684210526315,0.9736842105263157,47,19,28
90396,native_rows,calibration_median,random_forest,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,47,19,28
90396,native_rows,calibration_median_iqr,logistic_regression,1.0,0.9999999999999999,0.8936170212765957,1.0,0.7368421052631579,0.868421052631579,47,19,28
90396,native_rows,calibration_median_iqr,extra_trees,1.0,1.0,0.9787234042553191,1.0,0.9473684210526315,0.9736842105263157,47,19,28
90396,native_rows,calibration_median_iqr,random_forest,0.9924812030075189,0.9948474600568197,0.9574468085106383,1.0,0.8947368421052632,0.9473684210526316,47,19,28
96305,common_rows,none,logistic_regression,0.17586206896551723,0.4306783512458233,0.40816326530612246,0.0,1.0,0.5,49,20,29
96305,common_rows,none,extra_trees,0.43189655172413793,0.5944543353596579,0.40816326530612246,0.0,1.0,0.5,49,20,29
96305,common_rows,none,random_forest,0.07844827586206898,0.4073330159839933,0.40816326530612246,0.0,1.0,0.5,49,20,29
96305,common_rows,jackknife_median,logistic_regression,0.08793103448275864,0.4093406019238943,0.40816326530612246,0.0,1.0,0.5,49,20,29
96305,common_rows,jackknife_median,extra_trees,0.8077586206896552,0.8588650007602657,0.5714285714285714,0.27586206896551724,1.0,0.6379310344827587,49,20,29
96305,common_rows,jackknife_median,random_forest,0.7396551724137932,0.7859135775589416,0.6122448979591837,0.3793103448275862,0.95,0.664655172413793,49,20,29
96305,common_rows,calibration_median,logistic_regression,0.15172413793103445,0.42398834793207796,0.14285714285714285,0.034482758620689655,0.3,0.16724137931034483,49,20,29
96305,common_rows,calibration_median,extra_trees,0.1724137931034483,0.43228214162944,0.24489795918367346,0.27586206896551724,0.2,0.23793103448275862,49,20,29
96305,common_rows,calibration_median,random_forest,0.2655172413793103,0.5125061990881223,0.2653061224489796,0.20689655172413793,0.35,0.27844827586206894,49,20,29
96305,common_rows,calibration_median_iqr,logistic_regression,0.6310344827586207,0.7591868530218651,0.42857142857142855,0.034482758620689655,1.0,0.5172413793103449,49,20,29
96305,common_rows,calibration_median_iqr,extra_trees,0.7068965517241379,0.8187031652171185,0.6530612244897959,0.8620689655172413,0.35,0.6060344827586206,49,20,29
96305,common_rows,calibration_median_iqr,random_forest,0.7655172413793103,0.8817956858365268,0.5918367346938775,0.8275862068965517,0.25,0.5387931034482758,49,20,29
96305,native_rows,none,logistic_regression,0.27586206896551724,0.3699594247746377,0.5084745762711864,0.0,1.0,0.5,59,30,29
96305,native_rows,none,extra_trees,0.19022988505747124,0.3475607141279458,0.5084745762711864,0.0,1.0,0.5,59,30,29
96305,native_rows,none,random_forest,0.05517241379310345,0.31655936397167206,0.5084745762711864,0.0,1.0,0.5,59,30,29
96305,native_rows,jackknife_median,logistic_regression,0.11954022988505747,0.32794897337214185,0.5084745762711864,0.0,1.0,0.5,59,30,29
96305,native_rows,jackknife_median,extra_trees,0.714367816091954,0.6133327453513399,0.5423728813559322,0.2413793103448276,0.8333333333333334,0.5373563218390804,59,30,29
96305,native_rows,jackknife_median,random_forest,0.6505747126436782,0.6461157705724978,0.6271186440677966,0.3103448275862069,0.9333333333333333,0.6218390804597701,59,30,29
96305,native_rows,calibration_median,logistic_regression,0.15172413793103445,0.42398834793207796,0.14285714285714285,0.034482758620689655,0.3,0.16724137931034483,49,20,29
96305,native_rows,calibration_median,extra_trees,0.1724137931034483,0.43228214162944,0.24489795918367346,0.27586206896551724,0.2,0.23793103448275862,49,20,29
96305,native_rows,calibration_median,random_forest,0.2655172413793103,0.5125061990881223,0.2653061224489796,0.20689655172413793,0.35,0.27844827586206894,49,20,29
96305,native_rows,calibration_median_iqr,logistic_regression,0.6310344827586207,0.7591868530218651,0.42857142857142855,0.034482758620689655,1.0,0.5172413793103449,49,20,29
96305,native_rows,calibration_median_iqr,extra_trees,0.7068965517241379,0.8187031652171185,0.6530612244897959,0.8620689655172413,0.35,0.6060344827586206,49,20,29
96305,native_rows,calibration_median_iqr,random_forest,0.7655172413793103,0.8817956858365268,0.5918367346938775,0.8275862068965517,0.25,0.5387931034482758,49,20,29
96879,common_rows,none,logistic_regression,0.04035087719298246,0.4425271161254628,0.3877551020408163,0.03333333333333333,0.9473684210526315,0.4903508771929824,49,19,30
96879,common_rows,none,extra_trees,0.9885964912280703,0.9922841164795188,0.42857142857142855,0.06666666666666667,1.0,0.5333333333333333,49,19,30
96879,common_rows,none,random_forest,1.0,1.0,0.40816326530612246,0.03333333333333333,1.0,0.5166666666666667,49,19,30
96879,common_rows,jackknife_median,logistic_regression,0.43333333333333335,0.6955640297012217,0.5306122448979592,0.4,0.7368421052631579,0.5684210526315789,49,19,30
96879,common_rows,jackknife_median,extra_trees,1.0,1.0,0.9591836734693877,0.9333333333333333,1.0,0.9666666666666667,49,19,30
96879,common_rows,jackknife_median,random_forest,1.0,0.9999999999999999,0.4489795918367347,0.1,1.0,0.55,49,19,30
96879,common_rows,calibration_median,logistic_regression,0.3631578947368421,0.6458977422378204,0.46938775510204084,0.16666666666666666,0.9473684210526315,0.5570175438596491,49,19,30
96879,common_rows,calibration_median,extra_trees,0.9964912280701754,0.9979166666666667,0.9591836734693877,0.9333333333333333,1.0,0.9666666666666667,49,19,30
96879,common_rows,calibration_median,random_forest,0.9824561403508771,0.9904040404040404,0.9183673469387755,0.9333333333333333,0.8947368421052632,0.9140350877192982,49,19,30
96879,common_rows,calibration_median_iqr,logistic_regression,0.22456140350877193,0.5833941500859369,0.4897959183673469,0.2,0.9473684210526315,0.5736842105263158,49,19,30
96879,common_rows,calibration_median_iqr,extra_trees,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,49,19,30
96879,common_rows,calibration_median_iqr,random_forest,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,49,19,30
96879,native_rows,none,logistic_regression,0.0,0.32183504959192033,0.423728813559322,0.0,0.8620689655172413,0.43103448275862066,59,29,30
96879,native_rows,none,extra_trees,0.3758620689655172,0.4596611377466254,0.4745762711864407,0.03333333333333333,0.9310344827586207,0.482183908045977,59,29,30
96879,native_rows,none,random_forest,0.18735632183908044,0.38850906459435686,0.4745762711864407,0.03333333333333333,0.9310344827586207,0.482183908045977,59,29,30
96879,native_rows,jackknife_median,logistic_regression,0.0735632183908046,0.33077934919362956,0.3389830508474576,0.03333333333333333,0.6551724137931034,0.3442528735632184,59,29,30
96879,native_rows,jackknife_median,extra_trees,0.9155172413793103,0.8194212745931592,0.4576271186440678,0.0,0.9310344827586207,0.46551724137931033,59,29,30
96879,native_rows,jackknife_median,random_forest,0.8189655172413793,0.6907681206813586,0.4406779661016949,0.0,0.896551724137931,0.4482758620689655,59,29,30
96879,native_rows,calibration_median,logistic_regression,0.3631578947368421,0.6458977422378204,0.46938775510204084,0.16666666666666666,0.9473684210526315,0.5570175438596491,49,19,30
96879,native_rows,calibration_median,extra_trees,0.9964912280701754,0.9979166666666667,0.9591836734693877,0.9333333333333333,1.0,0.9666666666666667,49,19,30
96879,native_rows,calibration_median,random_forest,0.9824561403508771,0.9904040404040404,0.9183673469387755,0.9333333333333333,0.8947368421052632,0.9140350877192982,49,19,30
96879,native_rows,calibration_median_iqr,logistic_regression,0.22456140350877193,0.5833941500859369,0.4897959183673469,0.2,0.9473684210526315,0.5736842105263158,49,19,30
96879,native_rows,calibration_median_iqr,extra_trees,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,49,19,30
96879,native_rows,calibration_median_iqr,random_forest,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,49,19,30
